idade,sexo,tempo_como_cliente,frequencia_uso,ligacoes_callcenter,dias_atraso,assinatura,duracao_contrato,total_gasto,meses_ultima_interacao,cancelou
50,Feminino,42,7,0,15,Prêmio,Anual,700,10,Não
22,Feminino,55,2,0,4,Prêmio,Trimestral,746,2,Não
45,Masculino,52,3,4,11,Básico,Anual,694,2,Não
47,Feminino,57,1,0,3,Prêmio,Anual,811,13,Não
38,Feminino,54,2,2,8,Básico,Trimestral,732,11,Não
28,Masculino,36,6,1,12,Básico,Anual,959,8,Não
45,Masculino,22,10,0,0,Prêmio,Trimestral,554,12,Não
44,Masculino,5,3,1,20,Prêmio,Trimestral,873,25,Não
20,Masculino,8,3,1,8,Prêmio,Trimestral,891,5,Não
44,Masculino,34,5,4,4,Padrão,Trimestral,715,22,Não
40,Masculino,48,5,2,9,Padrão,Anual,785,2,Não
48,Masculino,50,5,2,7,Básico,Trimestral,507,30,Não
38,Masculino,60,8,3,6,Prêmio,Trimestral,883,22,Não
22,Masculino,60,7,0,6,Básico,Anual,572,28,Não
44,Masculino,23,10,4,11,Padrão,Anual,641,4,Não
32,Feminino,1,1,0,18,Prêmio,Trimestral,772,9,Não
34,Feminino,27,2,2,12,Padrão,Trimestral,821,15,Não
42,Feminino,39,7,1,4,Básico,Trimestral,565,9,Não
49,Feminino,36,7,3,14,Prêmio,Anual,966,11,Não
48,Masculino,51,5,0,5,Prêmio,Trimestral,551,23,Não
41,Masculino,52,10,0,4,Prêmio,Anual,860,22,Não
46,Feminino,54,1,1,0,Básico,Anual,936,2,Não
40,Masculino,5,3,4,2,Padrão,Anual,899,1,Não
49,Masculino,35,8,0,8,Básico,Trimestral,851,8,Não
33,Masculino,59,3,0,9,Prêmio,Trimestral,530,14,Não
28,Masculino,52,10,1,7,Básico,Trimestral,553,21,Não
42,Feminino,12,10,2,1,Padrão,Trimestral,807,8,Não
18,Masculino,31,6,1,3,Básico,Anual,975,16,Não
20,Masculino,47,10,1,12,Prêmio,Trimestral,542,10,Não
46,Feminino,9,5,1,0,Padrão,Trimestral,988,7,Não
41,Feminino,57,10,0,15,Padrão,Anual,793,12,Não
30,Masculino,7,10,1,11,Básico,Trimestral,578,26,Não
38,Feminino,35,2,1,1,Padrão,Anual,595,15,Não
45,Masculino,34,5,4,17,Básico,Anual,810,21,Não
22,Masculino,52,4,1,9,Padrão,Trimestral,744,12,Não
43,Masculino,31,7,1,6,Padrão,Anual,852,15,Não
40,Masculino,57,4,1,16,Prêmio,Anual,880,3,Não
23,Masculino,47,9,1,20,Básico,Anual,949,23,Não
48,Masculino,10,6,1,4,Prêmio,Trimestral,634,15,Não
48,Feminino,57,8,4,13,Básico,Trimestral,882,7,Não
41,Masculino,26,9,4,7,Básico,Anual,706,7,Não
42,Feminino,48,4,4,13,Padrão,Anual,937,9,Não
33,Masculino,48,3,0,18,Padrão,Anual,838,9,Não
29,Masculino,9,10,2,10,Prêmio,Trimestral,856,23,Não
37,Masculino,11,1,1,14,Básico,Anual,684,14,Não
38,Masculino,37,2,0,3,Padrão,Anual,855,9,Não
26,Feminino,56,4,1,8,Padrão,Trimestral,805,1,Não
32,Masculino,40,4,1,2,Básico,Trimestral,797,10,Não
19,Masculino,34,9,0,8,Prêmio,Trimestral,580,11,Não
26,Feminino,44,1,2,2,Prêmio,Anual,808,3,Não
33,Feminino,47,2,3,8,Prêmio,Anual,993,1,Não
35,Masculino,48,2,3,3,Básico,Trimestral,917,8,Não
19,Masculino,37,10,0,5,Prêmio,Anual,776,11,Não
45,Feminino,36,2,3,1,Padrão,Trimestral,690,4,Não
23,Masculino,36,8,2,4,Prêmio,Trimestral,987,10,Não
34,Masculino,52,6,3,0,Prêmio,Trimestral,676,27,Não
44,Masculino,48,3,4,16,Prêmio,Trimestral,933,30,Não
36,Feminino,2,5,2,11,Prêmio,Trimestral,981,8,Não
30,Feminino,50,8,2,0,Básico,Trimestral,864,8,Não
21,Masculino,5,2,1,11,Padrão,Trimestral,900,11,Não
46,Masculino,38,4,1,5,Básico,Trimestral,657,5,Não
46,Feminino,56,1,3,5,Padrão,Trimestral,984,9,Não
27,Masculino,47,9,0,19,Prêmio,Anual,914,9,Não
31,Masculino,34,1,2,10,Prêmio,Trimestral,720,8,Não
47,Masculino,6,6,3,15,Prêmio,Trimestral,643,8,Não
22,Masculino,10,3,1,5,Básico,Trimestral,786,30,Não
33,Feminino,16,10,3,4,Prêmio,Trimestral,789,1,Não
22,Feminino,30,4,0,5,Prêmio,Trimestral,962,14,Não
26,Masculino,28,7,2,16,Básico,Anual,591,12,Não
44,Feminino,9,7,1,8,Básico,Trimestral,788,14,Não
36,Masculino,38,4,0,13,Padrão,Anual,760,3,Não
39,Feminino,40,2,0,15,Básico,Anual,931,2,Não
23,Masculino,10,10,1,6,Básico,Anual,573,2,Não
21,Masculino,47,7,0,4,Padrão,Trimestral,989,25,Não
38,Feminino,38,8,2,20,Prêmio,Trimestral,826,4,Não
47,Masculino,39,8,1,18,Padrão,Trimestral,529,27,Não
45,Masculino,45,9,4,7,Prêmio,Trimestral,831,21,Não
41,Masculino,39,1,2,17,Prêmio,Anual,777,23,Não
24,Feminino,42,7,1,0,Padrão,Anual,790,7,Não
27,Masculino,3,3,1,5,Prêmio,Trimestral,522,24,Não
37,Masculino,44,6,1,20,Prêmio,Trimestral,696,19,Não
25,Masculino,10,7,1,14,Prêmio,Anual,924,11,Não
42,Masculino,59,2,3,17,Padrão,Trimestral,607,6,Não
29,Feminino,39,2,0,6,Padrão,Trimestral,582,15,Não
27,Masculino,51,1,2,3,Básico,Trimestral,602,20,Não
24,Masculino,43,5,2,18,Prêmio,Trimestral,703,14,Não
40,Feminino,38,2,3,13,Prêmio,Trimestral,821,5,Não
23,Masculino,39,5,0,1,Prêmio,Trimestral,700,13,Não
41,Masculino,7,5,3,16,Básico,Trimestral,586,20,Não
40,Feminino,37,6,1,0,Padrão,Trimestral,584,10,Não
43,Masculino,37,3,4,19,Básico,Anual,986,23,Não
32,Masculino,11,1,0,10,Básico,Anual,615,28,Não
37,Feminino,26,5,0,16,Prêmio,Trimestral,806,13,Não
41,Masculino,40,1,3,2,Básico,Anual,621,13,Não
38,Masculino,30,4,2,14,Padrão,Anual,586,15,Não
23,Feminino,59,7,1,5,Básico,Trimestral,518,8,Não
40,Masculino,39,10,4,10,Básico,Trimestral,803,30,Não
23,Feminino,48,9,0,9,Prêmio,Anual,658,9,Não
33,Feminino,29,10,0,18,Padrão,Anual,787,5,Não
35,Masculino,8,9,3,1,Padrão,Trimestral,684,20,Não
38,Masculino,6,4,3,10,Prêmio,Anual,655,26,Não
34,Feminino,44,10,0,8,Básico,Anual,582,5,Não
23,Masculino,32,2,0,14,Padrão,Anual,883,1,Não
25,Feminino,53,8,0,4,Prêmio,Anual,966,5,Não
32,Masculino,39,6,1,18,Básico,Trimestral,661,29,Não
25,Masculino,49,1,0,2,Básico,Trimestral,859,5,Não
39,Masculino,25,7,0,2,Prêmio,Trimestral,516,7,Não
48,Masculino,57,8,3,10,Básico,Anual,521,25,Não
28,Masculino,38,8,0,2,Básico,Anual,718,4,Não
38,Masculino,11,3,2,19,Prêmio,Trimestral,870,13,Não
41,Masculino,49,4,4,19,Prêmio,Anual,921,14,Não
27,Masculino,57,7,1,14,Básico,Anual,621,4,Não
50,Feminino,45,1,4,9,Prêmio,Anual,923,12,Não
34,Masculino,25,6,2,3,Padrão,Trimestral,635,15,Não
41,Feminino,5,10,4,11,Prêmio,Anual,804,15,Não
46,Masculino,59,9,4,19,Padrão,Anual,662,29,Não
20,Feminino,43,2,0,2,Prêmio,Anual,634,5,Não
36,Feminino,32,5,1,13,Prêmio,Trimestral,992,10,Não
23,Feminino,49,8,2,7,Prêmio,Trimestral,798,5,Não
26,Masculino,52,6,1,18,Básico,Anual,870,4,Não
40,Masculino,11,7,4,20,Prêmio,Anual,840,2,Não
30,Feminino,53,10,0,5,Básico,Anual,540,1,Não
41,Masculino,18,10,1,15,Padrão,Trimestral,806,20,Não
47,Feminino,1,9,0,12,Prêmio,Trimestral,575,6,Não
45,Masculino,1,8,2,16,Prêmio,Anual,755,25,Não
21,Masculino,27,1,0,10,Padrão,Anual,872,30,Não
21,Masculino,6,6,2,7,Padrão,Anual,937,27,Não
46,Masculino,37,3,2,3,Básico,Anual,824,3,Não
22,Masculino,44,8,2,16,Padrão,Trimestral,728,18,Não
26,Feminino,34,4,1,9,Padrão,Anual,986,4,Não
36,Masculino,28,6,3,0,Prêmio,Trimestral,865,16,Não
46,Masculino,47,4,3,14,Básico,Anual,703,13,Não
21,Masculino,58,2,1,13,Básico,Trimestral,877,23,Não
21,Masculino,58,1,1,1,Padrão,Trimestral,676,23,Não
28,Masculino,31,2,2,11,Básico,Anual,779,7,Não
39,Feminino,6,10,1,10,Prêmio,Trimestral,515,6,Não
40,Feminino,36,8,4,11,Padrão,Trimestral,867,5,Não
19,Feminino,4,8,1,13,Padrão,Trimestral,765,12,Não
38,Masculino,27,6,1,19,Básico,Trimestral,761,28,Não
18,Feminino,53,1,1,1,Básico,Trimestral,994,1,Não
33,Feminino,9,7,2,0,Básico,Anual,900,15,Não
37,Masculino,42,6,0,16,Padrão,Anual,721,14,Não
35,Masculino,32,5,3,12,Prêmio,Trimestral,909,14,Não
30,Masculino,55,6,2,0,Prêmio,Anual,795,6,Não
50,Feminino,10,5,2,10,Padrão,Trimestral,592,15,Não
37,Masculino,44,10,1,14,Básico,Trimestral,968,15,Não
50,Masculino,35,5,4,10,Padrão,Anual,802,5,Não
50,Masculino,1,7,0,3,Padrão,Trimestral,649,1,Não
40,Masculino,56,1,4,4,Padrão,Anual,585,15,Não
41,Masculino,6,10,1,14,Prêmio,Trimestral,794,16,Não
24,Masculino,53,6,1,9,Básico,Anual,686,23,Não
32,Feminino,28,2,1,19,Padrão,Anual,986,8,Não
45,Masculino,47,8,0,14,Padrão,Trimestral,766,28,Não
46,Masculino,54,10,3,6,Prêmio,Anual,933,28,Não
34,Masculino,9,4,0,7,Padrão,Anual,776,24,Não
40,Masculino,36,1,0,10,Prêmio,Anual,517,6,Não
24,Masculino,46,3,1,1,Prêmio,Trimestral,502,13,Não
28,Masculino,51,1,0,15,Padrão,Trimestral,545,27,Não
49,Masculino,37,2,3,16,Padrão,Anual,911,19,Não
44,Masculino,53,3,1,4,Prêmio,Anual,818,8,Não
40,Feminino,40,5,1,5,Prêmio,Trimestral,685,1,Não
44,Masculino,25,3,1,11,Básico,Trimestral,573,5,Não
38,Masculino,36,8,1,1,Prêmio,Anual,648,14,Não
19,Feminino,6,3,0,6,Básico,Anual,502,7,Não
46,Masculino,43,2,0,2,Padrão,Trimestral,674,19,Não
27,Masculino,60,3,2,19,Básico,Trimestral,793,14,Não
41,Feminino,31,4,0,8,Básico,Anual,776,13,Não
38,Masculino,46,7,0,10,Prêmio,Anual,674,25,Não
20,Feminino,37,2,0,13,Básico,Anual,575,12,Não
31,Masculino,53,7,3,12,Prêmio,Anual,714,11,Não
23,Feminino,51,8,0,13,Prêmio,Trimestral,952,9,Não
31,Feminino,35,3,2,5,Básico,Trimestral,869,1,Não
22,Masculino,8,4,2,7,Padrão,Anual,956,22,Não
23,Masculino,40,5,0,11,Básico,Trimestral,943,2,Não
33,Masculino,40,10,1,8,Prêmio,Trimestral,977,26,Não
47,Masculino,50,6,1,8,Básico,Anual,861,11,Não
38,Masculino,38,9,1,12,Básico,Anual,999,8,Não
26,Masculino,11,6,0,0,Padrão,Trimestral,547,15,Não
25,Masculino,55,10,0,15,Básico,Trimestral,527,11,Não
26,Masculino,33,5,0,9,Padrão,Trimestral,796,14,Não
26,Masculino,3,3,0,0,Padrão,Anual,812,19,Não
22,Masculino,29,7,2,15,Prêmio,Anual,984,18,Não
36,Masculino,5,3,3,2,Prêmio,Anual,796,22,Não
31,Masculino,59,4,0,10,Básico,Trimestral,517,5,Não
43,Masculino,50,2,3,2,Prêmio,Anual,794,27,Não
31,Masculino,50,10,0,0,Básico,Anual,641,21,Não
49,Feminino,5,6,1,1,Padrão,Anual,829,14,Não
21,Masculino,37,6,0,0,Prêmio,Anual,786,13,Não
26,Masculino,49,6,1,16,Prêmio,Trimestral,768,1,Não
37,Masculino,42,8,3,5,Prêmio,Anual,873,26,Não
47,Masculino,35,4,3,6,Básico,Trimestral,682,10,Não
33,Masculino,57,1,0,18,Básico,Trimestral,736,16,Não
31,Feminino,11,4,2,11,Básico,Trimestral,728,2,Não
44,Masculino,33,6,0,12,Padrão,Anual,554,1,Não
27,Masculino,47,10,0,19,Padrão,Trimestral,798,25,Não
29,Masculino,55,10,1,3,Padrão,Trimestral,989,6,Não
23,Masculino,60,6,1,13,Prêmio,Anual,933,23,Não
48,Masculino,48,10,4,8,Padrão,Trimestral,727,29,Não
47,Feminino,11,2,0,18,Prêmio,Anual,675,11,Não
28,Masculino,56,2,2,0,Padrão,Anual,977,15,Não
48,Masculino,55,8,4,16,Padrão,Anual,708,23,Não
29,Feminino,39,3,0,7,Básico,Trimestral,962,8,Não
35,Masculino,28,5,1,18,Prêmio,Anual,846,5,Não
48,Masculino,25,1,2,1,Básico,Anual,897,25,Não
45,Masculino,39,9,3,1,Básico,Trimestral,596,29,Não
32,Masculino,32,1,3,16,Padrão,Trimestral,769,7,Não
40,Masculino,53,7,3,20,Padrão,Anual,690,20,Não
23,Masculino,7,6,1,16,Padrão,Anual,774,1,Não
33,Feminino,6,1,1,13,Básico,Trimestral,627,8,Não
45,Feminino,21,10,1,3,Básico,Trimestral,619,12,Não
40,Masculino,42,6,1,11,Básico,Anual,589,6,Não
48,Masculino,38,4,1,4,Padrão,Anual,732,6,Não
42,Masculino,2,1,2,8,Prêmio,Anual,534,5,Não
34,Masculino,27,3,2,6,Básico,Trimestral,978,23,Não
26,Masculino,32,5,1,5,Prêmio,Anual,989,25,Não
33,Feminino,47,3,1,12,Prêmio,Anual,854,7,Não
46,Feminino,40,6,4,11,Prêmio,Anual,869,14,Não
29,Feminino,59,6,1,1,Básico,Trimestral,782,5,Não
30,Feminino,59,6,1,16,Básico,Trimestral,724,6,Não
22,Feminino,46,2,2,17,Prêmio,Trimestral,602,14,Não
28,Masculino,53,10,1,20,Padrão,Anual,618,21,Não
29,Masculino,44,5,2,19,Padrão,Anual,617,19,Não
31,Feminino,5,3,1,16,Padrão,Trimestral,615,7,Não
40,Masculino,54,5,1,16,Prêmio,Trimestral,998,25,Não
50,Masculino,40,2,4,6,Básico,Trimestral,710,6,Não
36,Masculino,29,6,3,13,Básico,Trimestral,982,22,Não
21,Masculino,34,2,2,2,Básico,Trimestral,737,24,Não
27,Masculino,6,2,2,5,Padrão,Anual,954,4,Não
48,Masculino,36,6,1,2,Básico,Trimestral,918,6,Não
50,Masculino,25,7,2,5,Padrão,Trimestral,667,22,Não
40,Feminino,37,6,0,18,Básico,Anual,633,12,Não
44,Feminino,29,4,3,8,Padrão,Trimestral,913,12,Não
41,Feminino,60,2,4,13,Prêmio,Trimestral,649,8,Não
26,Feminino,37,3,2,13,Prêmio,Trimestral,926,12,Não
50,Masculino,55,1,3,11,Padrão,Trimestral,748,3,Não
46,Masculino,59,7,0,18,Prêmio,Trimestral,722,9,Não
34,Masculino,6,2,1,7,Básico,Anual,597,9,Não
22,Masculino,57,3,0,15,Prêmio,Trimestral,794,11,Não
25,Masculino,60,4,1,9,Básico,Trimestral,792,15,Não
42,Masculino,58,8,3,1,Padrão,Trimestral,774,4,Não
22,Masculino,37,6,1,6,Prêmio,Trimestral,796,21,Não
27,Feminino,58,10,2,8,Básico,Trimestral,674,15,Não
23,Feminino,29,9,1,12,Prêmio,Anual,981,15,Não
25,Masculino,45,8,0,17,Padrão,Trimestral,753,20,Não
35,Feminino,36,9,3,17,Padrão,Anual,718,7,Não
48,Feminino,36,5,0,20,Prêmio,Anual,723,13,Não
37,Masculino,38,2,0,10,Padrão,Anual,609,14,Não
41,Masculino,52,6,1,14,Prêmio,Trimestral,954,29,Não
18,Feminino,42,8,0,6,Básico,Trimestral,679,2,Não
39,Feminino,35,10,1,17,Básico,Trimestral,961,15,Não
44,Masculino,50,1,4,2,Prêmio,Anual,513,11,Não
45,Masculino,51,2,2,13,Básico,Anual,629,9,Não
33,Feminino,36,3,0,16,Padrão,Anual,790,4,Não
45,Masculino,6,10,0,12,Padrão,Anual,727,13,Não
20,Feminino,56,2,0,12,Prêmio,Anual,596,11,Não
26,Feminino,32,7,2,2,Padrão,Trimestral,559,13,Não
49,Feminino,7,8,1,5,Prêmio,Anual,629,2,Não
50,Feminino,46,4,3,19,Prêmio,Trimestral,964,4,Não
45,Masculino,26,1,3,7,Padrão,Trimestral,934,28,Não
47,Masculino,6,3,1,14,Prêmio,Trimestral,820,13,Não
47,Masculino,48,4,3,14,Básico,Anual,858,21,Não
23,Masculino,42,9,0,3,Prêmio,Anual,715,8,Não
47,Masculino,51,7,1,12,Padrão,Anual,795,18,Não
21,Feminino,53,6,1,4,Padrão,Trimestral,973,12,Não
37,Feminino,52,4,1,6,Básico,Anual,631,3,Não
25,Feminino,4,4,0,14,Padrão,Trimestral,692,4,Não
45,Masculino,52,6,1,0,Padrão,Trimestral,934,26,Não
43,Masculino,28,9,3,4,Prêmio,Trimestral,619,14,Não
22,Feminino,33,8,1,18,Básico,Anual,738,9,Não
45,Masculino,30,3,2,1,Básico,Anual,905,13,Não
38,Masculino,52,9,1,10,Padrão,Trimestral,685,26,Não
19,Masculino,56,5,0,3,Prêmio,Trimestral,866,15,Não
46,Feminino,33,6,4,17,Prêmio,Anual,532,11,Não
28,Masculino,47,9,2,14,Padrão,Trimestral,627,15,Não
37,Masculino,7,6,3,13,Prêmio,Trimestral,917,26,Não
31,Masculino,51,4,0,16,Prêmio,Trimestral,527,7,Não
36,Masculino,18,10,0,7,Padrão,Trimestral,730,22,Não
38,Masculino,25,4,2,9,Padrão,Trimestral,849,8,Não
43,Masculino,8,1,0,10,Padrão,Trimestral,914,13,Não
25,Masculino,38,6,1,11,Prêmio,Trimestral,504,6,Não
33,Masculino,45,4,2,17,Básico,Anual,888,13,Não
50,Masculino,58,1,4,6,Prêmio,Anual,753,3,Não
21,Masculino,34,1,1,14,Prêmio,Trimestral,575,15,Não
22,Masculino,1,9,1,14,Prêmio,Trimestral,516,21,Não
35,Masculino,60,6,1,0,Básico,Trimestral,518,25,Não
23,Masculino,50,1,1,18,Padrão,Anual,866,28,Não
39,Masculino,58,3,3,8,Básico,Trimestral,958,30,Não
21,Masculino,38,9,1,9,Prêmio,Trimestral,988,4,Não
19,Feminino,27,3,1,19,Padrão,Anual,822,3,Não
46,Masculino,36,2,0,7,Básico,Anual,969,14,Não
38,Masculino,49,8,1,10,Básico,Anual,933,13,Não
29,Feminino,8,5,2,8,Prêmio,Trimestral,833,7,Não
50,Feminino,39,8,0,15,Prêmio,Anual,548,12,Não
46,Masculino,48,10,0,2,Padrão,Anual,632,17,Não
20,Masculino,56,4,0,16,Padrão,Anual,749,2,Não
19,Feminino,42,9,0,6,Prêmio,Trimestral,610,1,Não
38,Masculino,29,2,3,19,Padrão,Trimestral,628,4,Não
46,Masculino,10,3,1,12,Prêmio,Anual,901,26,Não
21,Feminino,31,7,1,2,Prêmio,Trimestral,769,7,Não
23,Masculino,58,9,1,10,Padrão,Anual,843,20,Não
21,Masculino,12,10,1,0,Padrão,Trimestral,936,11,Não
27,Feminino,11,1,1,12,Padrão,Anual,748,9,Não
31,Masculino,45,4,1,2,Prêmio,Trimestral,860,9,Não
31,Feminino,37,1,2,20,Básico,Trimestral,808,5,Não
40,Masculino,51,4,4,14,Prêmio,Anual,732,10,Não
36,Feminino,10,2,2,12,Padrão,Anual,686,14,Não
44,Masculino,10,9,3,2,Padrão,Trimestral,533,8,Não
39,Masculino,36,4,0,4,Prêmio,Anual,582,8,Não
30,Feminino,43,3,0,6,Padrão,Trimestral,893,1,Não
49,Masculino,31,1,2,18,Padrão,Anual,608,7,Não
38,Masculino,28,6,2,15,Prêmio,Trimestral,597,28,Não
28,Feminino,53,9,0,18,Básico,Anual,836,14,Não
23,Masculino,53,5,1,14,Prêmio,Anual,866,5,Não
44,Masculino,40,4,3,17,Básico,Anual,616,10,Não
38,Feminino,27,2,0,18,Prêmio,Anual,704,1,Não
42,Masculino,43,3,3,10,Prêmio,Anual,982,29,Não
25,Feminino,52,8,2,17,Prêmio,Anual,509,10,Não
46,Masculino,28,9,2,18,Básico,Anual,855,13,Não
20,Masculino,4,10,2,8,Padrão,Trimestral,694,15,Não
28,Feminino,6,10,0,6,Padrão,Anual,949,3,Não
26,Feminino,6,1,1,12,Padrão,Trimestral,944,2,Não
46,Masculino,41,8,1,1,Prêmio,Trimestral,908,6,Não
32,Feminino,9,10,1,16,Padrão,Trimestral,772,8,Não
23,Masculino,48,3,1,2,Prêmio,Anual,975,1,Não
32,Feminino,41,7,3,9,Básico,Trimestral,951,14,Não
33,Masculino,31,9,3,8,Padrão,Trimestral,983,28,Não
20,Masculino,10,8,0,19,Prêmio,Anual,599,13,Não
46,Feminino,49,2,1,14,Padrão,Anual,748,9,Não
47,Feminino,39,5,2,10,Prêmio,Anual,951,13,Não
33,Masculino,45,3,2,4,Básico,Anual,839,13,Não
46,Masculino,54,7,2,15,Básico,Anual,945,28,Não
26,Masculino,55,5,1,12,Prêmio,Anual,592,14,Não
20,Feminino,50,1,2,13,Padrão,Trimestral,929,15,Não
49,Masculino,35,6,3,4,Padrão,Anual,618,12,Não
44,Feminino,51,4,3,2,Básico,Trimestral,617,12,Não
42,Masculino,16,10,2,0,Básico,Trimestral,722,6,Não
46,Masculino,54,10,3,15,Prêmio,Trimestral,509,27,Não
36,Masculino,58,5,2,19,Padrão,Trimestral,853,15,Não
40,Feminino,17,10,3,10,Prêmio,Anual,982,5,Não
45,Masculino,6,7,4,4,Prêmio,Anual,816,18,Não
46,Masculino,33,3,1,2,Prêmio,Anual,583,3,Não
20,Masculino,3,6,2,14,Prêmio,Trimestral,709,14,Não
43,Masculino,5,9,1,15,Prêmio,Trimestral,791,26,Não
35,Masculino,3,3,1,20,Padrão,Anual,786,23,Não
44,Feminino,57,3,0,14,Básico,Trimestral,875,15,Não
23,Masculino,45,8,1,13,Prêmio,Trimestral,664,5,Não
44,Masculino,41,4,4,11,Prêmio,Anual,951,13,Não
24,Masculino,8,3,2,5,Básico,Anual,804,19,Não
50,Masculino,6,8,1,18,Prêmio,Trimestral,845,8,Não
45,Feminino,3,5,1,3,Padrão,Anual,879,15,Não
45,Masculino,47,1,1,6,Básico,Trimestral,791,16,Não
36,Masculino,53,5,0,13,Padrão,Anual,955,2,Não
24,Masculino,56,2,2,8,Padrão,Trimestral,934,19,Não
19,Masculino,39,5,0,16,Padrão,Anual,643,1,Não
41,Feminino,54,5,3,9,Básico,Trimestral,813,13,Não
35,Feminino,21,10,2,1,Básico,Anual,859,13,Não
45,Masculino,34,5,3,19,Padrão,Trimestral,577,22,Não
30,Masculino,42,1,3,11,Básico,Trimestral,758,6,Não
34,Masculino,5,8,0,7,Prêmio,Anual,606,17,Não
50,Feminino,46,4,1,0,Básico,Anual,505,12,Não
25,Masculino,47,4,2,15,Padrão,Trimestral,953,25,Não
26,Masculino,39,1,0,18,Prêmio,Trimestral,529,7,Não
27,Feminino,58,9,2,10,Prêmio,Anual,999,14,Não
50,Masculino,41,2,4,5,Básico,Trimestral,904,9,Não
26,Masculino,49,2,2,0,Básico,Trimestral,980,13,Não
45,Masculino,43,10,0,18,Padrão,Anual,598,23,Não
41,Masculino,15,10,3,8,Básico,Trimestral,730,16,Não
44,Masculino,11,9,1,8,Padrão,Trimestral,942,27,Não
31,Masculino,46,6,2,17,Básico,Anual,685,19,Não
36,Masculino,42,9,3,4,Padrão,Anual,764,6,Não
27,Masculino,26,1,0,16,Básico,Trimestral,516,20,Não
50,Masculino,54,4,3,15,Prêmio,Anual,918,27,Não
20,Feminino,59,2,0,8,Prêmio,Anual,724,11,Não
42,Feminino,47,8,4,12,Básico,Trimestral,637,2,Não
42,Masculino,29,1,3,19,Padrão,Anual,687,14,Não
36,Feminino,37,5,1,7,Padrão,Trimestral,516,6,Não
40,Feminino,10,8,4,13,Básico,Trimestral,691,11,Não
37,Masculino,48,5,1,6,Prêmio,Trimestral,603,17,Não
30,Feminino,43,1,0,17,Básico,Trimestral,939,10,Não
42,Feminino,41,8,3,18,Prêmio,Anual,511,6,Não
45,Masculino,44,7,4,7,Padrão,Anual,898,24,Não
44,Masculino,52,10,0,12,Padrão,Anual,503,24,Não
32,Feminino,30,3,1,11,Padrão,Trimestral,835,10,Não
30,Feminino,11,1,1,16,Padrão,Anual,676,7,Não
31,Masculino,41,5,0,12,Prêmio,Trimestral,922,22,Não
41,Masculino,2,1,0,2,Prêmio,Anual,849,20,Não
50,Feminino,2,5,0,19,Padrão,Anual,646,9,Não
35,Masculino,59,8,2,16,Básico,Trimestral,510,12,Não
18,Masculino,41,9,0,12,Prêmio,Anual,554,1,Não
20,Masculino,28,9,2,16,Padrão,Anual,902,10,Não
50,Masculino,7,2,3,20,Prêmio,Anual,842,17,Não
48,Masculino,59,3,3,4,Prêmio,Anual,819,13,Não
47,Feminino,26,3,2,4,Básico,Trimestral,529,1,Não
44,Feminino,53,5,1,11,Padrão,Anual,525,11,Não
29,Masculino,48,2,0,10,Padrão,Anual,901,25,Não
35,Feminino,39,7,2,11,Padrão,Trimestral,528,5,Não
36,Masculino,36,10,2,5,Prêmio,Anual,675,27,Não
48,Masculino,35,8,0,0,Básico,Trimestral,846,22,Não
19,Feminino,14,10,1,17,Padrão,Trimestral,689,11,Não
46,Feminino,41,2,0,2,Básico,Trimestral,868,8,Não
27,Feminino,44,8,1,18,Padrão,Trimestral,973,5,Não
47,Feminino,11,9,4,0,Padrão,Anual,902,6,Não
23,Feminino,28,8,2,17,Básico,Trimestral,716,11,Não
43,Masculino,41,4,2,11,Padrão,Anual,686,22,Não
38,Feminino,50,3,1,16,Prêmio,Anual,831,15,Não
21,Masculino,34,5,1,7,Prêmio,Trimestral,872,13,Não
50,Masculino,48,4,1,12,Padrão,Anual,918,1,Não
46,Feminino,5,6,2,16,Padrão,Anual,722,8,Não
33,Feminino,7,10,3,11,Básico,Trimestral,984,1,Não
42,Masculino,39,10,4,13,Básico,Trimestral,841,11,Não
46,Masculino,49,5,0,2,Básico,Trimestral,695,10,Não
40,Masculino,8,6,4,19,Básico,Trimestral,881,7,Não
39,Masculino,31,7,0,8,Padrão,Trimestral,690,16,Não
50,Feminino,48,8,0,8,Padrão,Anual,770,2,Não
19,Feminino,6,10,1,2,Padrão,Trimestral,922,4,Não
25,Masculino,31,4,1,0,Básico,Anual,543,24,Não
35,Masculino,38,7,2,2,Padrão,Trimestral,587,8,Não
20,Feminino,44,4,0,16,Básico,Trimestral,896,2,Não
46,Masculino,7,6,0,1,Padrão,Trimestral,923,18,Não
48,Masculino,27,3,1,1,Prêmio,Trimestral,676,14,Não
39,Masculino,45,10,1,3,Padrão,Trimestral,556,24,Não
38,Masculino,27,9,1,16,Prêmio,Anual,841,3,Não
36,Masculino,5,8,1,12,Padrão,Trimestral,692,11,Não
39,Feminino,10,1,0,8,Básico,Anual,942,14,Não
43,Feminino,29,2,3,0,Prêmio,Trimestral,636,5,Não
39,Feminino,28,7,2,20,Prêmio,Trimestral,891,15,Não
50,Masculino,39,9,3,7,Padrão,Trimestral,843,13,Não
29,Masculino,6,9,2,1,Básico,Anual,745,14,Não
48,Masculino,25,8,0,5,Prêmio,Trimestral,511,1,Não
35,Masculino,39,3,0,15,Prêmio,Trimestral,682,25,Não
41,Feminino,39,2,0,10,Padrão,Anual,901,15,Não
43,Masculino,29,8,0,12,Padrão,Trimestral,821,5,Não
32,Feminino,6,4,2,20,Prêmio,Trimestral,986,13,Não
